Scraped_Title,Price,Rating,Reviews
"Hose Pipe - Keep Care 978",7074.37,3.1,9860
"Clamp - Same Financial 188",4369.17,2.1,9860
"Clamp - Same Financial 188",4369.17,2.1,9860
"Spiral Gasket - Within Exist 378",7852.43,3.2,9860
"Ball Bearing - Program Consider 760",5142.89,2.2,9859
"Ball Bearing - Program Consider 760",5142.89,2.2,9859
"Ball Bearing - Long Less 903",8736.96,2.8,9858
"Hydraulic Filter - Now A 942",7818.46,3.3,9858
"Spiral Gasket - North Already 642",7688.02,2.8,9858
"Ball Bearing - Long Less 903",8736.96,2.8,9858
"Clamp - Resource Say 688",887.28,2.3,9858
"Rubber Gasket - Wait Memory 597",9782.65,2.9,9858
"Spiral Gasket - Wear Stay 225",1590.46,2.5,9858
"Tool Kit - After Building 605",5595.17,2.8,9858
"Rubber Gasket - Bad Tend 613",6270.85,2,9858
"Rubber Gasket - Wait Memory 597",9782.65,2.9,9858
"Clamp - Resource Say 688",887.28,2.3,9858
"Spiral Gasket - North Already 642",7688.02,2.8,9858
